TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,REGION_RATING_CLIENT
0,Cash loans,F,157500,1354500,Working,Secondary / secondary special,Civil marriage,-15118,2
0,Cash loans,F,112500,808650,Working,Secondary / secondary special,Single / not married,-8090,2
0,Cash loans,M,112500,729792,Working,Higher education,Married,-10436,2
0,Cash loans,M,247500,900000,Commercial associate,Secondary / secondary special,Married,-13484,3
0,Cash loans,F,67500,143910,Working,Secondary / secondary special,Married,-15147,2
0,Cash loans,M,270000,1350000,Commercial associate,Higher education,Married,-20106,2
0,Cash loans,F,157500,254700,Commercial associate,Secondary / secondary special,Single / not married,-19853,2
0,Cash loans,M,157500,520695,Working,Secondary / secondary special,Married,-10780,1
0,Cash loans,F,202500,781920,Working,Higher education,Single / not married,-21417,2
0,Cash loans,F,135000,540000,Pensioner,Secondary / secondary special,Married,-23370,2
0,Cash loans,M,90000,269550,Pensioner,Secondary / secondary special,Separated,-18499,3
0,Revolving loans,F,135000,180000,Working,Secondary / secondary special,Separated,-11615,3
0,Cash loans,F,202500,1252278,Working,Secondary / secondary special,Married,-17484,3
0,Cash loans,F,247500,1422337.5,Pensioner,Secondary / secondary special,Married,-20489,2
0,Revolving loans,F,157500,270000,Working,Secondary / secondary special,Married,-18375,2
1,Cash loans,M,247500,916470,Working,Secondary / secondary special,Married,-17457,2
0,Cash loans,F,112500,296280,Working,Secondary / secondary special,Married,-15776,3
0,Cash loans,F,76500,119925,Pensioner,Secondary / secondary special,Widow,-25140,2
0,Cash loans,F,112500,900000,Commercial associate,Secondary / secondary special,Married,-13571,2
0,Cash loans,F,180000,517536,Working,Secondary / secondary special,Married,-16222,2
0,Cash loans,M,135000,351792,Working,Secondary / secondary special,Civil marriage,-18171,2
0,Cash loans,F,58500,454500,State servant,Secondary / secondary special,Married,-19171,2
1,Cash loans,M,405000,640080,Working,Incomplete higher,Married,-13153,1
0,Cash loans,F,135000,679500,Working,Higher education,Civil marriage,-11904,2
0,Cash loans,F,103500,544491,State servant,Secondary / secondary special,Married,-10496,2
0,Cash loans,M,225000,225000,Working,Secondary / secondary special,Married,-14784,2
0,Cash loans,M,157500,808650,Working,Higher education,Married,-18646,2
0,Cash loans,M,135000,290088,Working,Secondary / secondary special,Civil marriage,-14751,2
0,Revolving loans,M,112500,270000,Commercial associate,Higher education,Married,-14085,2
0,Cash loans,F,90000,900000,Commercial associate,Higher education,Married,-10043,2
0,Cash loans,F,270000,497520,Pensioner,Higher education,Married,-21446,1
0,Revolving loans,M,112500,180000,Working,Secondary / secondary special,Separated,-14023,2
0,Cash loans,F,157500,512995.5,Working,Higher education,Married,-9777,2
0,Cash loans,F,144000,608166,Commercial associate,Higher education,Widow,-18428,2
0,Cash loans,M,90000,255960,Working,Secondary / secondary special,Single / not married,-8627,2
0,Cash loans,F,202500,625536,Working,Secondary / secondary special,Separated,-19557,2
0,Cash loans,F,135000,701730,Commercial associate,Higher education,Married,-15835,2
0,Cash loans,F,180000,607500,State servant,Secondary / secondary special,Married,-17856,2
0,Cash loans,M,360000,463500,Working,Secondary / secondary special,Married,-14397,2
0,Cash loans,F,180000,521280,Commercial associate,Secondary / secondary special,Married,-10035,2
0,Revolving loans,F,90000,315000,Working,Secondary / secondary special,Widow,-21869,2
0,Revolving loans,M,225000,180000,Working,Secondary / secondary special,Married,-11218,2
0,Cash loans,F,135000,295168.5,Commercial associate,Higher education,Married,-17562,2
0,Cash loans,F,135000,550980,Working,Secondary / secondary special,Married,-16324,2
0,Cash loans,M,135000,770292,Pensioner,Secondary / secondary special,Married,-14890,2
1,Cash loans,M,202500,447768,Working,Secondary / secondary special,Single / not married,-11201,2
0,Cash loans,M,67500,284400,Working,Higher education,Single / not married,-9574,2
0,Cash loans,F,112500,639000,Working,Secondary / secondary special,Married,-19980,2
0,Cash loans,M,225000,728460,Commercial associate,Higher education,Civil marriage,-10098,1
0,Cash loans,F,202500,269550,Working,Higher education,Single / not married,-15961,2
0,Cash loans,F,270000,1546020,Working,Secondary / secondary special,Married,-14156,1
0,Cash loans,F,180000,239850,Commercial associate,Higher education,Separated,-12086,1
0,Cash loans,F,270000,1096020,Working,Higher education,Married,-16060,3
0,Cash loans,F,157500,545040,Working,Secondary / secondary special,Married,-15629,3
0,Cash loans,F,180000,640080,Working,Higher education,Married,-10283,1
0,Cash loans,M,135000,1451047.5,State servant,Secondary / secondary special,Married,-16007,2
0,Cash loans,F,247500,994500,Working,Higher education,Married,-19941,2
0,Cash loans,F,157500,361462.5,Working,Higher education,Married,-10271,2
0,Cash loans,F,157500,592560,Working,Secondary / secondary special,Single / not married,-11489,2
0,Cash loans,F,90000,675000,Working,Secondary / secondary special,Married,-19621,2
0,Cash loans,F,270000,1575000,Working,Secondary / secondary special,Civil marriage,-19519,2
1,Cash loans,F,270000,1147500,Commercial associate,Higher education,Married,-18474,1
0,Cash loans,F,81000,90000,Working,Secondary / secondary special,Civil marriage,-10138,3
0,Cash loans,F,247500,450000,Commercial associate,Secondary / secondary special,Civil marriage,-11690,2
0,Cash loans,M,270000,1155226.5,Working,Secondary / secondary special,Married,-13065,2
0,Cash loans,M,123750,648000,Commercial associate,Secondary / secondary special,Married,-18030,1
0,Cash loans,F,450000,450000,Working,Higher education,Married,-12967,1
0,Cash loans,F,58500,213948,Pensioner,Secondary / secondary special,Widow,-24067,3
1,Cash loans,F,202500,594000,Pensioner,Secondary / secondary special,Separated,-20372,2
0,Cash loans,F,114750,781920,Working,Secondary / secondary special,Married,-19544,2
0,Cash loans,F,180000,1550655,Commercial associate,Secondary / secondary special,Married,-9731,2
0,Cash loans,M,157500,1078200,Working,Secondary / secondary special,Married,-19456,2
0,Cash loans,M,171000,225000,Working,Higher education,Married,-13044,1
0,Cash loans,M,216000,1350000,Pensioner,Secondary / secondary special,Married,-20109,3
0,Cash loans,F,135000,270000,Working,Incomplete higher,Single / not married,-9035,2
0,Cash loans,F,360000,253737,Commercial associate,Incomplete higher,Civil marriage,-10031,1
0,Cash loans,F,99000,927000,Working,Higher education,Married,-13878,2
0,Cash loans,F,396000,495000,Commercial associate,Secondary / secondary special,Civil marriage,-15275,3
0,Cash loans,F,121500,545040,Working,Secondary / secondary special,Widow,-18515,2
0,Cash loans,F,180000,1620765,Working,Secondary / secondary special,Married,-17255,3
0,Cash loans,F,112500,409500,Working,Secondary / secondary special,Civil marriage,-10585,2
0,Cash loans,M,540000,225000,Working,Higher education,Married,-16489,2
0,Cash loans,M,135000,119893.5,Working,Higher education,Married,-16070,2
1,Cash loans,F,108000,422802,Working,Secondary / secondary special,Married,-9749,1
0,Cash loans,F,247500,1029658.5,Pensioner,Higher education,Single / not married,-19472,2
0,Revolving loans,F,135000,382500,Working,Higher education,Married,-13634,2
0,Revolving loans,F,225000,675000,Commercial associate,Secondary / secondary special,Married,-14497,2
0,Cash loans,M,157500,345510,Commercial associate,Secondary / secondary special,Married,-12294,2
0,Revolving loans,M,225000,225000,Working,Secondary / secondary special,Married,-15358,2
0,Cash loans,F,81000,50940,Working,Higher education,Married,-15566,2
0,Cash loans,F,189000,1125000,Commercial associate,Incomplete higher,Separated,-15166,3
1,Cash loans,F,180000,1615968,Working,Secondary / secondary special,Married,-19113,2
0,Cash loans,F,49500,85320,Pensioner,Secondary / secondary special,Widow,-23682,2
1,Cash loans,F,135000,254700,State servant,Secondary / secondary special,Separated,-10676,2
0,Cash loans,F,180000,273024,Pensioner,Higher education,Widow,-21530,1
0,Cash loans,F,90000,226422,Working,Higher education,Married,-11711,2
0,Revolving loans,F,360000,540000,Working,Higher education,Married,-19962,1
0,Cash loans,F,180000,521280,Working,Higher education,Civil marriage,-13374,2
0,Cash loans,F,247500,499500,Working,Secondary / secondary special,Widow,-15932,2
0,Cash loans,M,225000,450000,Working,Secondary / secondary special,Civil marriage,-8494,2
0,Cash loans,F,112500,508495.5,State servant,Secondary / secondary special,Married,-13955,2
1,Revolving loans,F,112500,180000,Commercial associate,Secondary / secondary special,Civil marriage,-9717,2
1,Cash loans,F,121500,592560,Working,Secondary / secondary special,Married,-17218,2
0,Cash loans,F,112500,556870.5,Pensioner,Secondary / secondary special,Married,-21624,2
0,Cash loans,M,112500,348264,Working,Secondary / secondary special,Married,-10371,2
0,Cash loans,M,540000,1180899,Commercial associate,Incomplete higher,Married,-17747,2
0,Cash loans,F,90000,352422,Pensioner,Secondary / secondary special,Civil marriage,-19740,2
0,Cash loans,M,135000,621000,Working,Secondary / secondary special,Married,-15114,2
0,Cash loans,F,405000,1223010,State servant,Higher education,Widow,-15650,2
0,Cash loans,F,108000,495000,Working,Incomplete higher,Civil marriage,-11110,2
0,Cash loans,F,90000,808650,Pensioner,Secondary / secondary special,Widow,-21681,2
0,Cash loans,F,90000,199467,Working,Secondary / secondary special,Married,-9503,2
0,Cash loans,M,130500,450000,State servant,Higher education,Married,-16185,2
0,Cash loans,M,90000,414229.5,Working,Secondary / secondary special,Civil marriage,-18186,2
0,Cash loans,F,157500,1006920,Working,Higher education,Married,-15079,2
0,Cash loans,F,135000,900000,Commercial associate,Secondary / secondary special,Civil marriage,-17347,2
1,Cash loans,M,121500,545040,Working,Secondary / secondary special,Married,-12598,2
0,Cash loans,M,270000,450000,Working,Secondary / secondary special,Married,-20386,2
0,Cash loans,F,225000,1575000,Working,Higher education,Married,-16770,2
0,Cash loans,M,45000,50940,Working,Secondary / secondary special,Married,-10611,2
0,Cash loans,F,81000,288000,Pensioner,Secondary / secondary special,Married,-23634,2
0,Cash loans,F,67500,545040,Working,Higher education,Married,-10120,2
0,Cash loans,F,76500,675000,State servant,Secondary / secondary special,Married,-14480,2
0,Cash loans,F,90000,76410,State servant,Secondary / secondary special,Separated,-14414,2
0,Cash loans,F,202500,2085120,Working,Secondary / secondary special,Married,-21527,2
0,Cash loans,F,135000,755190,Working,Secondary / secondary special,Married,-12779,3
0,Cash loans,F,54000,298512,Pensioner,Secondary / secondary special,Widow,-20174,2
0,Revolving loans,F,180000,270000,Commercial associate,Secondary / secondary special,Married,-21116,2
0,Cash loans,M,162000,331834.5,Working,Higher education,Civil marriage,-20104,2
1,Cash loans,M,103500,284400,Working,Secondary / secondary special,Separated,-15657,2
0,Revolving loans,M,382500,270000,Commercial associate,Higher education,Married,-12842,1
0,Cash loans,F,180000,848745,Working,Higher education,Married,-17044,3
0,Cash loans,F,135000,592560,State servant,Secondary / secondary special,Civil marriage,-18080,2
0,Cash loans,M,216000,778500,Working,Secondary / secondary special,Married,-19708,2
0,Cash loans,M,225000,1485000,Commercial associate,Secondary / secondary special,Married,-9017,3
0,Cash loans,F,171000,675000,Working,Higher education,Single / not married,-20711,2
0,Cash loans,M,184500,840996,Working,Secondary / secondary special,Married,-21922,2
0,Cash loans,M,83250,404325,Working,Secondary / secondary special,Married,-20529,2
1,Cash loans,M,81000,545040,Working,Secondary / secondary special,Married,-11938,2
0,Cash loans,F,180000,929088,Working,Higher education,Married,-13477,1
0,Revolving loans,F,225000,180000,Commercial associate,Secondary / secondary special,Married,-10351,1
0,Cash loans,F,112500,973710,Working,Higher education,Single / not married,-9267,3
0,Cash loans,F,225000,288873,Commercial associate,Secondary / secondary special,Civil marriage,-13903,2
0,Cash loans,F,99000,1078200,Commercial associate,Secondary / secondary special,Married,-17808,2
0,Cash loans,F,225000,870984,Pensioner,Higher education,Married,-22334,2
1,Revolving loans,F,157500,270000,Working,Secondary / secondary special,Married,-10863,3
0,Cash loans,M,216000,781920,Commercial associate,Secondary / secondary special,Married,-11658,2
0,Cash loans,F,94500,364500,Commercial associate,Higher education,Married,-14644,2
0,Cash loans,F,112500,1170000,Pensioner,Secondary / secondary special,Married,-21948,2
0,Cash loans,F,90000,254700,Commercial associate,Secondary / secondary special,Married,-14646,2
0,Cash loans,F,189000,1350000,State servant,Higher education,Married,-18077,1
0,Revolving loans,F,67500,180000,Working,Secondary / secondary special,Married,-12748,2
1,Cash loans,M,202500,532345.5,Working,Secondary / secondary special,Married,-13163,2
0,Cash loans,M,180000,783000,Working,Secondary / secondary special,Married,-17027,2
0,Cash loans,M,247500,1006920,Working,Secondary / secondary special,Married,-10683,2
0,Cash loans,F,135000,653328,Pensioner,Secondary / secondary special,Civil marriage,-22468,2
0,Cash loans,F,180000,1174090.5,Working,Secondary / secondary special,Civil marriage,-14518,2
0,Revolving loans,M,76500,180000,Working,Secondary / secondary special,Single / not married,-9872,2
1,Cash loans,M,225000,755190,Working,Secondary / secondary special,Married,-15361,1
0,Cash loans,F,58500,539100,Pensioner,Secondary / secondary special,Married,-21512,3
0,Cash loans,F,54000,755190,Pensioner,Lower secondary,Married,-20323,2
0,Cash loans,F,148500,1066320,Working,Higher education,Married,-12437,2
0,Cash loans,F,112500,675000,Working,Secondary / secondary special,Married,-18511,2
0,Cash loans,F,292500,364500,Working,Lower secondary,Married,-13799,3
0,Revolving loans,F,90000,180000,Working,Secondary / secondary special,Single / not married,-7778,2
0,Cash loans,F,112500,508495.5,Commercial associate,Incomplete higher,Married,-13118,2
0,Cash loans,F,117000,348264,Working,Secondary / secondary special,Married,-19900,1
0,Cash loans,F,63000,1515415.5,Pensioner,Secondary / secondary special,Married,-18883,2
0,Cash loans,F,135000,450000,Working,Secondary / secondary special,Civil marriage,-13104,2
0,Cash loans,F,157500,539100,Working,Secondary / secondary special,Married,-17027,2
0,Cash loans,M,157500,284400,Working,Secondary / secondary special,Married,-10843,3
0,Revolving loans,F,67500,202500,Working,Secondary / secondary special,Married,-17610,2
0,Cash loans,M,184500,1061599.5,Working,Secondary / secondary special,Married,-19157,2
0,Revolving loans,M,202500,270000,Working,Secondary / secondary special,Single / not married,-17435,3
0,Cash loans,M,202500,1256400,Commercial associate,Secondary / secondary special,Married,-15548,2
0,Cash loans,F,279000,1129500,Pensioner,Higher education,Single / not married,-21622,2
0,Cash loans,F,157500,545040,Working,Secondary / secondary special,Married,-11889,2
0,Revolving loans,F,81000,225000,Pensioner,Higher education,Married,-21691,1
0,Cash loans,F,189000,518562,Working,Secondary / secondary special,Separated,-22716,2
0,Cash loans,F,112500,85320,Working,Secondary / secondary special,Married,-14762,2
0,Cash loans,F,81000,622188,Working,Secondary / secondary special,Married,-19626,2
0,Revolving loans,F,112500,337500,Working,Secondary / secondary special,Married,-12159,2
0,Revolving loans,F,112500,405000,Working,Secondary / secondary special,Married,-13469,2
0,Cash loans,F,112500,781920,Commercial associate,Secondary / secondary special,Widow,-16502,2
0,Cash loans,M,171000,1082214,Working,Secondary / secondary special,Single / not married,-11358,2
0,Cash loans,F,193500,545040,Working,Higher education,Civil marriage,-17463,2
0,Cash loans,F,67500,254700,Pensioner,Secondary / secondary special,Single / not married,-23937,2
0,Cash loans,F,202500,545040,Working,Secondary / secondary special,Married,-12156,2
0,Cash loans,M,90000,284400,Working,Secondary / secondary special,Single / not married,-8468,2
0,Cash loans,F,135000,755190,Working,Secondary / secondary special,Married,-20812,2
0,Cash loans,F,157500,450000,Working,Higher education,Civil marriage,-15450,2
0,Cash loans,M,112500,1256400,Pensioner,Secondary / secondary special,Married,-22002,3
0,Cash loans,F,130500,1205896.5,Pensioner,Secondary / secondary special,Married,-21371,2
0,Cash loans,M,450000,1350000,Commercial associate,Higher education,Married,-17101,1
0,Cash loans,F,247500,1125000,Working,Secondary / secondary special,Single / not married,-10849,2
0,Cash loans,F,157500,679266,Working,Incomplete higher,Married,-19408,2
0,Cash loans,M,202500,398016,Working,Secondary / secondary special,Single / not married,-9409,2
0,Cash loans,F,90000,755190,Working,Secondary / secondary special,Married,-15271,2
0,Cash loans,M,90000,143910,Working,Secondary / secondary special,Civil marriage,-14658,2
0,Cash loans,M,148500,157500,Working,Secondary / secondary special,Single / not married,-10945,2
0,Cash loans,F,41989.5,225000,Commercial associate,Secondary / secondary special,Civil marriage,-16381,2
1,Cash loans,F,135000,1024740,Working,Secondary / secondary special,Separated,-17146,3
0,Cash loans,F,135000,521280,Working,Secondary / secondary special,Widow,-19332,2
0,Cash loans,F,135000,787086,Working,Secondary / secondary special,Civil marriage,-8468,2
0,Cash loans,F,76500,517500,Commercial associate,Secondary / secondary special,Married,-12709,2
0,Cash loans,F,67500,182016,Pensioner,Secondary / secondary special,Married,-20405,2
0,Cash loans,F,35100,284400,Working,Secondary / secondary special,Married,-14661,3
0,Cash loans,M,157500,728460,Working,Secondary / secondary special,Married,-13886,3
0,Cash loans,F,27000,454500,Working,Secondary / secondary special,Married,-13996,2
0,Cash loans,F,112500,378180,Working,Secondary / secondary special,Civil marriage,-12428,2
0,Cash loans,M,112500,808650,Pensioner,Secondary / secondary special,Civil marriage,-23645,2
0,Cash loans,F,112500,545040,Working,Incomplete higher,Married,-9891,2
0,Cash loans,F,72000,153000,Commercial associate,Secondary / secondary special,Married,-19080,2
0,Revolving loans,F,99000,225000,Pensioner,Secondary / secondary special,Widow,-20958,2
0,Cash loans,M,180000,183294,State servant,Higher education,Single / not married,-9695,2
0,Cash loans,M,41850,103500,Pensioner,Secondary / secondary special,Married,-21108,2
0,Revolving loans,F,67500,247500,Commercial associate,Secondary / secondary special,Married,-16968,3
0,Cash loans,F,121500,418500,Working,Incomplete higher,Married,-13557,2
0,Cash loans,M,112500,675000,Pensioner,Secondary / secondary special,Married,-15485,2
0,Cash loans,F,202500,468733.5,Working,Secondary / secondary special,Separated,-16943,2
0,Cash loans,F,44100,225000,Pensioner,Secondary / secondary special,Separated,-20028,2
0,Cash loans,F,180000,229230,Commercial associate,Secondary / secondary special,Single / not married,-24840,1
0,Cash loans,M,135000,513531,Working,Secondary / secondary special,Married,-13742,2
0,Cash loans,F,135000,225000,Pensioner,Secondary / secondary special,Single / not married,-23647,2
0,Cash loans,F,180000,497520,Commercial associate,Secondary / secondary special,Separated,-11615,1
0,Cash loans,F,189000,1094688,Working,Secondary / secondary special,Married,-16646,2
0,Cash loans,M,157500,314055,Commercial associate,Higher education,Separated,-13871,2
0,Cash loans,M,135000,277969.5,Working,Secondary / secondary special,Married,-13964,3
0,Cash loans,F,315000,1885536,Working,Higher education,Married,-16021,1
0,Cash loans,F,360000,450000,Commercial associate,Higher education,Single / not married,-13912,1
0,Cash loans,F,90000,584766,Working,Secondary / secondary special,Separated,-16343,2
0,Cash loans,F,202500,1258650,Working,Secondary / secondary special,Married,-13535,1
0,Cash loans,F,90000,284400,Commercial associate,Incomplete higher,Single / not married,-10459,3
0,Cash loans,M,117000,549882,Working,Secondary / secondary special,Single / not married,-14244,2
0,Revolving loans,F,135000,405000,Pensioner,Higher education,Married,-20851,2
0,Cash loans,M,157500,345024,Commercial associate,Secondary / secondary special,Married,-9483,2
0,Cash loans,M,157500,454500,Commercial associate,Secondary / secondary special,Married,-17159,2
0,Cash loans,M,157500,378117,Working,Secondary / secondary special,Married,-14493,2
0,Cash loans,F,157500,255960,Pensioner,Higher education,Married,-19774,2
0,Cash loans,M,148500,729792,Commercial associate,Secondary / secondary special,Married,-18481,2
0,Cash loans,F,135000,292500,Working,Secondary / secondary special,Married,-10104,2
0,Revolving loans,F,90000,270000,Working,Secondary / secondary special,Married,-10103,2
0,Cash loans,M,135000,675000,Working,Secondary / secondary special,Married,-11757,3
0,Cash loans,F,90000,544491,Working,Higher education,Married,-14927,3
0,Cash loans,F,315000,1198944,Commercial associate,Secondary / secondary special,Married,-18493,2
0,Cash loans,M,225000,1006920,Pensioner,Secondary / secondary special,Married,-14556,2
0,Cash loans,M,63000,829584,Working,Higher education,Married,-15940,2
0,Revolving loans,F,67500,180000,Commercial associate,Secondary / secondary special,Married,-9585,2
0,Cash loans,M,157500,450000,State servant,Incomplete higher,Married,-13066,2
0,Cash loans,M,135000,243000,Commercial associate,Secondary / secondary special,Married,-18824,2
0,Cash loans,F,157500,1061599.5,Working,Secondary / secondary special,Single / not married,-15017,2
0,Cash loans,F,135000,584766,Commercial associate,Incomplete higher,Married,-11128,2
0,Cash loans,F,157500,526491,Working,Secondary / secondary special,Married,-17870,2
0,Cash loans,F,78750,143910,Working,Secondary / secondary special,Married,-17959,2
1,Cash loans,M,112500,646344,Commercial associate,Higher education,Married,-10416,2
0,Cash loans,F,81000,547344,Working,Secondary / secondary special,Married,-14705,2
0,Cash loans,F,67500,327024,Pensioner,Secondary / secondary special,Married,-22509,2
0,Cash loans,F,90000,284400,Working,Higher education,Widow,-24023,2
0,Cash loans,F,225000,616761,Working,Higher education,Married,-13071,1
0,Cash loans,F,283500,1460691,Working,Higher education,Single / not married,-14021,3
0,Cash loans,F,258750,904500,Commercial associate,Secondary / secondary special,Separated,-21808,2
0,Cash loans,M,112500,279000,Working,Secondary / secondary special,Married,-13221,2
0,Cash loans,M,157500,526500,Working,Secondary / secondary special,Married,-16619,3
0,Cash loans,F,148500,409500,State servant,Secondary / secondary special,Married,-20112,2
0,Cash loans,M,148513.5,1035000,Commercial associate,Secondary / secondary special,Single / not married,-8437,2
0,Cash loans,F,90000,454500,Working,Higher education,Married,-13242,2
0,Cash loans,F,225000,490495.5,State servant,Secondary / secondary special,Married,-21796,2
0,Cash loans,M,135000,755190,Working,Secondary / secondary special,Married,-21119,2
0,Cash loans,F,121500,234324,Working,Secondary / secondary special,Civil marriage,-12356,3
0,Cash loans,F,306000,1327855.5,Working,Secondary / secondary special,Married,-19286,3
0,Cash loans,F,166500,63000,Pensioner,Secondary / secondary special,Widow,-22037,2
0,Cash loans,M,315000,765000,Commercial associate,Secondary / secondary special,Married,-16506,2
0,Cash loans,F,166500,1258650,Pensioner,Secondary / secondary special,Married,-16158,2
0,Cash loans,F,135000,585000,Commercial associate,Higher education,Married,-11504,2
0,Cash loans,F,90000,1195587,Working,Secondary / secondary special,Married,-13142,2
0,Cash loans,F,315000,260640,Commercial associate,Secondary / secondary special,Married,-17782,2
0,Cash loans,F,157500,337923,Commercial associate,Secondary / secondary special,Single / not married,-13656,2
0,Cash loans,F,202500,729792,Commercial associate,Higher education,Married,-11894,1
0,Cash loans,M,112500,263686.5,Working,Incomplete higher,Civil marriage,-10975,3
0,Cash loans,M,202500,486000,Working,Secondary / secondary special,Civil marriage,-12933,2
0,Cash loans,M,202500,499500,Working,Secondary / secondary special,Married,-17256,3
0,Cash loans,F,171000,900000,Working,Higher education,Single / not married,-12750,2
0,Cash loans,F,202500,829584,Commercial associate,Higher education,Widow,-20029,2
0,Revolving loans,F,180000,270000,Commercial associate,Secondary / secondary special,Single / not married,-12996,1
0,Cash loans,F,135000,604993.5,Working,Secondary / secondary special,Married,-19923,2
0,Cash loans,M,225000,942300,Commercial associate,Higher education,Separated,-16742,2
0,Revolving loans,F,157500,247500,State servant,Secondary / secondary special,Civil marriage,-14506,2
0,Cash loans,F,112500,219042,Working,Secondary / secondary special,Married,-10645,2
0,Cash loans,M,157500,781920,Pensioner,Secondary / secondary special,Married,-23824,2
0,Cash loans,F,58500,945000,Pensioner,Secondary / secondary special,Married,-22327,1
0,Cash loans,F,112500,781695,State servant,Secondary / secondary special,Civil marriage,-19554,2
0,Cash loans,M,135000,243000,Working,Secondary / secondary special,Married,-13272,2
0,Cash loans,F,153000,986553,Pensioner,Secondary / secondary special,Married,-22221,2
0,Cash loans,F,216000,225000,Pensioner,Secondary / secondary special,Widow,-22789,2
0,Cash loans,F,247500,342000,Working,Secondary / secondary special,Single / not married,-20045,2
0,Cash loans,F,112500,339948,Working,Higher education,Married,-11971,2
0,Cash loans,F,247500,1288350,Working,Secondary / secondary special,Widow,-16608,2
0,Cash loans,F,166500,1006920,Working,Incomplete higher,Married,-14618,2
0,Cash loans,M,81000,306000,Working,Secondary / secondary special,Single / not married,-10662,2
1,Cash loans,F,225000,755190,Pensioner,Secondary / secondary special,Married,-22755,3
0,Cash loans,F,148500,276277.5,Working,Secondary / secondary special,Single / not married,-22541,1
0,Cash loans,F,94500,778500,Pensioner,Secondary / secondary special,Married,-21292,2
0,Cash loans,M,135000,760131,Working,Secondary / secondary special,Married,-14436,2
0,Revolving loans,F,81000,270000,State servant,Secondary / secondary special,Widow,-15575,2
0,Cash loans,F,189000,900000,Working,Higher education,Married,-13545,2
0,Revolving loans,F,126000,180000,Commercial associate,Secondary / secondary special,Civil marriage,-7715,2
0,Cash loans,M,112500,254700,Working,Secondary / secondary special,Civil marriage,-9023,2
0,Revolving loans,M,148500,270000,Commercial associate,Secondary / secondary special,Civil marriage,-11483,2
0,Cash loans,M,202500,553806,Working,Higher education,Separated,-11256,2
0,Cash loans,F,90000,202500,Pensioner,Higher education,Married,-22846,2
0,Cash loans,F,90000,247500,Working,Secondary / secondary special,Married,-17239,2
0,Cash loans,F,57150,331834.5,Working,Secondary / secondary special,Married,-19997,2
0,Cash loans,M,360000,815877,Working,Secondary / secondary special,Married,-18203,2
0,Cash loans,F,180000,704844,Pensioner,Secondary / secondary special,Married,-21743,1
0,Cash loans,F,135000,840996,Working,Secondary / secondary special,Married,-18200,2
0,Cash loans,F,180000,900000,Commercial associate,Secondary / secondary special,Married,-19024,2
0,Cash loans,M,225000,868500,Pensioner,Higher education,Married,-22630,2
0,Revolving loans,F,67500,135000,Working,Secondary / secondary special,Married,-16971,2
0,Cash loans,M,292500,808650,Working,Higher education,Single / not married,-12587,2
0,Cash loans,F,166500,454500,Commercial associate,Higher education,Married,-10461,2
0,Cash loans,F,162000,266652,Pensioner,Secondary / secondary special,Civil marriage,-22133,2
0,Cash loans,F,112500,135000,Pensioner,Secondary / secondary special,Married,-24766,1
0,Cash loans,F,180000,269550,State servant,Secondary / secondary special,Widow,-19195,3
0,Cash loans,M,270000,813195,Working,Secondary / secondary special,Married,-15193,2
0,Cash loans,M,585000,810000,Commercial associate,Higher education,Married,-20689,1
0,Revolving loans,F,90000,135000,Working,Secondary / secondary special,Married,-16484,2
0,Cash loans,F,90000,161730,Commercial associate,Incomplete higher,Single / not married,-10202,2
0,Cash loans,M,315000,1273500,Commercial associate,Secondary / secondary special,Married,-14131,2
0,Cash loans,M,135000,298512,Commercial associate,Secondary / secondary special,Married,-11753,2
0,Cash loans,F,54000,544491,Pensioner,Secondary / secondary special,Widow,-21278,2
0,Cash loans,F,157500,1288350,Working,Higher education,Single / not married,-20319,2
0,Cash loans,F,315000,921330,Working,Secondary / secondary special,Married,-16901,3
0,Cash loans,M,157500,709866,Working,Secondary / secondary special,Married,-15835,2
0,Cash loans,M,202500,225000,Working,Secondary / secondary special,Married,-18313,2
0,Cash loans,F,90000,478498.5,Pensioner,Secondary / secondary special,Married,-19921,2
0,Cash loans,F,123750,269550,Working,Secondary / secondary special,Married,-11497,3
0,Cash loans,F,270000,932643,Pensioner,Secondary / secondary special,Single / not married,-19971,3
0,Cash loans,F,202500,454500,Commercial associate,Higher education,Single / not married,-16540,2
0,Cash loans,M,198000,1381113,Commercial associate,Higher education,Married,-14545,2
0,Cash loans,F,207000,107820,Pensioner,Secondary / secondary special,Civil marriage,-22617,2
0,Cash loans,F,76500,454500,Pensioner,Secondary / secondary special,Married,-19795,2
0,Revolving loans,F,256500,270000,Working,Secondary / secondary special,Single / not married,-17139,1
0,Cash loans,M,112500,265851,Working,Secondary / secondary special,Married,-11784,3
0,Cash loans,F,135000,219042,Working,Secondary / secondary special,Separated,-18256,2
0,Cash loans,F,36000,49455,Working,Secondary / secondary special,Married,-11268,2
0,Cash loans,M,180000,269550,Commercial associate,Secondary / secondary special,Single / not married,-10996,2
0,Cash loans,F,135000,292500,Pensioner,Secondary / secondary special,Widow,-23353,2
0,Cash loans,F,76500,448056,Working,Higher education,Married,-10743,2
0,Cash loans,F,225000,355536,Commercial associate,Secondary / secondary special,Married,-12478,2
0,Cash loans,F,135000,269550,Working,Higher education,Single / not married,-8857,2
0,Cash loans,M,427500,1800000,Working,Secondary / secondary special,Married,-14183,3
